seed,nLayers,nHiddenNeurons,activationFunction,trainFunction,trainType,maxEpochs,learnRate,tPerformance,vPerformance
0,1,0,softmax,trainscg,batch,0.200,0.00643,0.01846
0,1,0,softmax,trainscg,batch,0.500,0.00643,0.01846
0,1,0,softmax,trainscg,batch,0.800,0.00643,0.01846
1,1,0,softmax,trainscg,batch,0.200,0.00643,0.01846
1,1,0,softmax,trainscg,batch,0.500,0.00643,0.01846
