seed,activationFunction,trainFunction,trainType,maxEpochs,learnRate,tPerformance,vPerformance
3,elliotsig,learnhd,inc,100,0.700,0.07263,0.12961
3,elliotsig,learnwh,inc,100,0.100,0.07263,0.12961
3,elliotsig,learnwh,inc,100,0.300,0.07263,0.12961
3,elliotsig,learnwh,inc,100,0.500,0.07263,0.12961
3,elliotsig,learnwh,inc,100,0.700,0.07263,0.12961
3,elliotsig,traingd,batch,100,0.100,0.67001,0.67767
3,elliotsig,traingd,batch,100,0.300,0.67001,0.67767
3,elliotsig,traingd,batch,100,0.500,0.67001,0.67767
3,elliotsig,traingd,batch,100,0.700,0.67001,0.67767
3,elliotsig,traingda,batch,100,0.100,0.66999,0.67765
3,elliotsig,traingda,batch,100,0.300,0.66999,0.67765
3,elliotsig,traingda,batch,100,0.500,0.66999,0.67765
3,elliotsig,traingda,batch,100,0.700,0.66999,0.67765
3,elliotsig,traingdm,batch,100,0.100,0.67001,0.67767
3,elliotsig,traingdm,batch,100,0.300,0.67001,0.67767
3,elliotsig,traingdm,batch,100,0.500,0.67001,0.67767
3,elliotsig,traingdm,batch,100,0.700,0.67001,0.67767
3,elliotsig,trainscg,batch,100,0.100,0.09199,0.12861
3,elliotsig,trainscg,batch,100,0.300,0.09199,0.12861
3,elliotsig,trainscg,batch,100,0.500,0.09199,0.12861
3,elliotsig,trainscg,batch,100,0.700,0.09199,0.12861
